timestamp,rss,cpu
2026-03-27 13:43:39,0.3347930908203125,0.0
2026-03-27 13:43:40,0.334808349609375,0.0
2026-03-27 13:43:41,0.334808349609375,0.1
2026-03-27 13:43:42,0.3348236083984375,0.1
2026-03-27 13:43:43,0.3348236083984375,0.0
2026-03-27 13:43:44,0.3348236083984375,0.0
2026-03-27 13:43:45,0.3348236083984375,0.1
2026-03-27 13:43:46,0.3348236083984375,0.0
2026-03-27 13:43:47,0.3348236083984375,0.0
2026-03-27 13:43:48,0.3348236083984375,0.1
2026-03-27 13:43:49,0.3348236083984375,0.0
2026-03-27 13:43:50,0.3348236083984375,0.0
2026-03-27 13:43:51,0.3348236083984375,0.0
2026-03-27 13:43:52,0.3348236083984375,0.0
2026-03-27 13:43:53,0.3348236083984375,0.0
2026-03-27 13:43:54,0.3348236083984375,0.0
2026-03-27 13:43:55,0.3348236083984375,0.0
2026-03-27 13:43:56,0.3348236083984375,0.1
2026-03-27 13:43:57,0.3348236083984375,0.0
2026-03-27 13:43:58,0.3348236083984375,0.0
2026-03-27 13:43:59,0.3348236083984375,0.0
2026-03-27 13:44:00,0.3348236083984375,0.0
2026-03-27 13:44:01,0.3348236083984375,0.0
2026-03-27 13:44:02,0.3348236083984375,0.0
2026-03-27 13:44:03,0.3348236083984375,0.0
2026-03-27 13:44:04,0.3348236083984375,0.0
2026-03-27 13:44:05,0.3348236083984375,0.0
2026-03-27 13:44:06,0.3348236083984375,0.0
2026-03-27 13:44:07,0.3348236083984375,0.0
2026-03-27 13:44:08,0.3348236083984375,0.0
2026-03-27 13:44:09,0.3348236083984375,0.0
2026-03-27 13:44:10,0.3348236083984375,0.0
2026-03-27 13:44:11,0.3348236083984375,0.0
2026-03-27 13:44:12,0.3348236083984375,0.0
2026-03-27 13:44:13,0.3348236083984375,0.0
2026-03-27 13:44:14,0.3348236083984375,0.0
2026-03-27 13:44:15,0.3348236083984375,0.0
2026-03-27 13:44:16,0.3348236083984375,0.0
2026-03-27 13:44:17,0.3348236083984375,0.0
2026-03-27 13:44:18,0.3348236083984375,0.0
2026-03-27 13:44:19,0.3348236083984375,0.0
2026-03-27 13:44:20,0.3348236083984375,0.0
2026-03-27 13:44:21,0.3348236083984375,0.0
2026-03-27 13:44:22,0.3348236083984375,0.0
2026-03-27 13:44:23,0.3348236083984375,0.0
2026-03-27 13:44:24,0.3348236083984375,0.0
2026-03-27 13:44:25,0.3348236083984375,0.0
2026-03-27 13:44:26,0.3348236083984375,0.0
2026-03-27 13:44:27,0.3348236083984375,0.0
2026-03-27 13:44:28,0.3348236083984375,0.0
2026-03-27 13:44:29,0.3348236083984375,0.0
2026-03-27 13:44:30,0.3348236083984375,0.0
2026-03-27 13:44:32,0.3348236083984375,0.0
2026-03-27 13:44:33,0.3348236083984375,0.0
2026-03-27 13:44:34,0.3348236083984375,0.0
2026-03-27 13:44:35,0.3348236083984375,0.0
2026-03-27 13:44:36,0.3348236083984375,0.0
2026-03-27 13:44:37,0.3348236083984375,0.0
2026-03-27 13:44:38,0.3348236083984375,0.0
2026-03-27 13:44:39,0.3348236083984375,0.0
2026-03-27 13:44:40,0.3348236083984375,0.0
2026-03-27 13:44:41,0.3348236083984375,0.0
2026-03-27 13:44:42,0.3348236083984375,0.0
2026-03-27 13:44:43,0.3348236083984375,0.0
2026-03-27 13:44:44,0.3348236083984375,0.1
2026-03-27 13:44:45,0.3348236083984375,0.0
2026-03-27 13:44:46,0.3348236083984375,0.0
2026-03-27 13:44:47,0.3348236083984375,0.0
2026-03-27 13:44:48,0.3348236083984375,0.0
2026-03-27 13:44:49,0.3348236083984375,0.0
2026-03-27 13:44:50,0.3348236083984375,0.0
2026-03-27 13:44:51,0.3348236083984375,0.0
2026-03-27 13:44:52,0.3348236083984375,0.0
